season	player_id	player	birth_year	pos	age	experience	lg	tm	g	mp	fg_per_36_min	fga_per_36_min	fg_percent	avg_dist_fga	percent_fga_from_x2p_range	percent_fga_from_x0_3_range	percent_fga_from_x3_10_range	percent_fga_from_x10_16_range	percent_fga_from_x16_3p_range	percent_fga_from_x3p_range	fg_percent_from_x2p_range	fg_percent_from_x0_3_range	fg_percent_from_x3_10_range	fg_percent_from_x10_16_range	fg_percent_from_x16_3p_range	fg_percent_from_x3p_range	percent_assisted_x2p_fg	percent_assisted_x3p_fg	percent_dunks_of_fga	num_of_dunks	percent_corner_3s_of_3pa	corner_3_point_percent
2023	4839	Isaiah Joe	NA	SG	23	3	NBA	OKC	73	1395	5.8	13.1	0.441	22.6	0.224	0.067	0.037	0.045	0.075	0.776	0.553	0.706	0.421	0.565	0.474	0.409	0.714	0.95	0.016	8	0.132	0.519
2023	4941	Isaiah Livers	NA	PF	24	2	NBA	DET	52	1199	3.6	8.6	0.417	20.7	0.295	0.076	0.076	0.066	0.076	0.705	0.541	0.864	0.409	0.368	0.5	0.365	0.696	0.932	0.031	9	0.315	0.422
2023	4840	Isaiah Stewart	NA	C	21	3	NBA	DET	50	1414	5	11.2	0.442	13.5	0.535	0.302	0.209	0.009	0.016	0.465	0.542	0.571	0.478	0.5	0.857	0.327	0.688	1	0.075	29	0.327	0.328
2023	4943	Ish Wainright	NA	SF	28	2	NBA	PHO	60	915	3.3	8.9	0.37	19.8	0.238	0.15	0.075	0.009	0.004	0.762	0.5	0.529	0.471	0.5	0	0.329	0.519	0.982	0.026	3	0.514	0.337
2023	4410	Ivica Zubac	NA	C	25	7	NBA	LAC	76	2170	5.4	8.5	0.634	3.3	0.996	0.593	0.377	0.021	0.004	0.004	0.637	0.702	0.546	0.455	0.5	0	0.733	NA	0.286	130	0	NA
2023	4723	Ja Morant	NA	PG	23	4	NBA	MEM	61	1948	10.5	22.4	0.466	11.1	0.753	0.289	0.295	0.144	0.025	0.247	0.519	0.652	0.419	0.463	0.467	0.307	0.181	0.533	0.058	55	0.1	0.433
2023	5048	Jabari Smith Jr.	NA	PF	19	1	NBA	HOU	79	2451	5.3	13.1	0.408	16.2	0.562	0.155	0.178	0.12	0.109	0.438	0.487	0.725	0.39	0.458	0.34	0.307	0.648	0.883	0.054	42	0.176	0.348
2023	5049	Jabari Walker	NA	SF	20	1	NBA	POR	56	619	4.8	11.5	0.419	10.5	0.717	0.404	0.197	0.071	0.045	0.283	0.472	0.6	0.256	0.357	0.444	0.286	0.716	0.938	0.116	19	0.232	0.154
2023	5053	Jaden Ivey	NA	SG	20	1	NBA	DET	74	2304	6.4	15.4	0.416	14.1	0.644	0.244	0.213	0.098	0.09	0.356	0.457	0.588	0.335	0.406	0.443	0.343	0.246	0.733	0.034	29	0.117	0.366
2023	4841	Jaden McDaniels	NA	SF	22	3	NBA	MIN	79	2416	5.5	10.7	0.517	12.5	0.624	0.288	0.215	0.088	0.034	0.376	0.588	0.752	0.461	0.444	0.375	0.398	0.658	0.991	0.115	72	0.506	0.419
2023	4412	Jakob Poeltl	NA	C	27	7	NBA	TOT	72	1906	7.3	11.7	0.629	4.8	0.998	0.494	0.366	0.138	0.002	0.002	0.63	0.761	0.518	0.471	0	0	0.656	NA	0.045	27	0	NA
2023	4630	Jalen Brunson	NA	PG	26	5	NBA	NYK	68	2379	8.9	18.1	0.491	12.9	0.731	0.149	0.331	0.172	0.079	0.269	0.519	0.612	0.504	0.471	0.511	0.416	0.166	0.575	0.002	2	0.205	0.424
2023	5055	Jalen Duren	NA	C	19	1	NBA	DET	67	1670	5.6	8.6	0.648	3.3	0.995	0.606	0.339	0.048	0.003	0.005	0.652	0.747	0.511	0.474	0	0	0.667	NA	0.412	153	0.5	0
2023	4946	Jalen Green	NA	SG	20	2	NBA	HOU	76	2602	7.8	18.8	0.417	15.2	0.592	0.202	0.212	0.079	0.099	0.408	0.471	0.591	0.406	0.467	0.37	0.338	0.351	0.572	0.046	53	0.128	0.324
2023	4947	Jalen Johnson	NA	SF	21	2	NBA	ATL	70	1042	5.5	11.1	0.491	11.2	0.677	0.398	0.189	0.043	0.047	0.323	0.587	0.719	0.41	0.429	0.333	0.288	0.625	1	0.152	42	0.442	0.283
2023	4725	Jalen McDaniels	NA	SF	25	4	NBA	TOT	80	1913	5.3	11.6	0.455	12.4	0.624	0.316	0.214	0.078	0.016	0.376	0.53	0.646	0.417	0.396	0.4	0.332	0.578	0.974	0.076	37	0.392	0.33
2023	4725	Jalen McDaniels	NA	SF	25	4	NBA	CHO	56	1494	5.3	11.9	0.447	13.1	0.591	0.298	0.206	0.071	0.016	0.409	0.534	0.673	0.392	0.4	0.375	0.322	0.526	0.969	0.073	29	0.376	0.329
2023	4845	Jalen Smith	NA	PF	22	3	NBA	IND	68	1279	6.8	14.3	0.476	12.5	0.624	0.352	0.185	0.037	0.049	0.376	0.593	0.765	0.404	0.158	0.4	0.283	0.734	1	0.085	42	0.304	0.276
2023	4948	Jalen Suggs	NA	PG	21	2	NBA	ORL	53	1246	5.4	12.8	0.419	15.8	0.545	0.23	0.162	0.077	0.077	0.455	0.496	0.588	0.472	0.324	0.441	0.327	0.317	0.712	0.016	5	0.134	0.407
2023	5056	Jalen Williams	NA	SG	21	1	NBA	OKC	75	2276	6.5	12.6	0.521	10.4	0.742	0.377	0.246	0.073	0.047	0.258	0.579	0.726	0.436	0.448	0.351	0.356	0.416	0.904	0.106	77	0.146	0.367
2023	4413	Jamal Murray	NA	PG	25	6	NBA	DEN	65	2133	8	17.6	0.454	16.5	0.585	0.147	0.161	0.134	0.143	0.415	0.494	0.673	0.44	0.46	0.403	0.398	0.329	0.605	0.019	18	0.123	0.491
2023	3880	James Harden	NA	PG	33	14	NBA	PHI	58	2135	6.3	14.2	0.441	16.6	0.504	0.165	0.19	0.106	0.043	0.496	0.495	0.612	0.419	0.438	0.528	0.385	0.129	0.416	0.001	1	0.05	0.429
2023	4255	JaMychal Green	NA	PF	32	9	NBA	GSW	57	797	6.1	11.4	0.54	12.8	0.56	0.345	0.171	0.016	0.028	0.44	0.667	0.701	0.674	0.5	0.286	0.378	0.66	1	0.246	52	0.387	0.372
2023	4632	Jaren Jackson Jr.	NA	C	23	5	NBA	MEM	63	1787	8.4	16.6	0.506	11.4	0.657	0.304	0.319	0.028	0.006	0.343	0.585	0.704	0.496	0.348	0.4	0.355	0.595	0.96	0.112	83	0.209	0.322
2023	4634	Jarred Vanderbilt	NA	PF	23	5	NBA	TOT	78	1879	4.7	8.6	0.548	7.7	0.8	0.479	0.282	0.031	0.009	0.2	0.604	0.718	0.449	0.214	0.75	0.322	0.679	1	0.213	90	0.878	0.354
2023	4634	Jarred Vanderbilt	NA	PF	23	5	NBA	UTA	52	1254	5	8.9	0.556	7.8	0.817	0.447	0.318	0.042	0.01	0.183	0.606	0.755	0.444	0.231	0.667	0.333	0.682	1	0.206	61	0.895	0.373
2023	4515	Jarrett Allen	NA	C	24	6	NBA	CLE	68	2220	6.5	10.2	0.644	4.4	0.984	0.575	0.307	0.075	0.027	0.016	0.653	0.764	0.51	0.511	0.294	0.1	0.774	1	0.319	179	0.6	0
2023	4415	Jaylen Brown	NA	SF	26	7	NBA	BOS	67	2405	10.2	20.7	0.491	13.9	0.648	0.245	0.204	0.104	0.095	0.352	0.576	0.737	0.475	0.542	0.412	0.335	0.477	0.687	0.053	64	0.125	0.279
2023	4732	Jaylen Nowell	NA	SG	23	4	NBA	MIN	65	1252	8.1	18	0.448	13.5	0.629	0.251	0.213	0.134	0.03	0.371	0.542	0.662	0.429	0.536	0.368	0.289	0.469	0.716	0.024	11	0.155	0.222
2023	4518	Jayson Tatum	NA	PF	24	6	NBA	BOS	74	2732	9.6	20.5	0.466	14.8	0.56	0.235	0.208	0.058	0.06	0.44	0.558	0.738	0.457	0.389	0.366	0.35	0.515	0.646	0.065	91	0.08	0.455
2023	3761	Jeff Green	NA	PF	36	15	NBA	DEN	56	1091	5.3	10.8	0.488	11.6	0.683	0.311	0.271	0.067	0.034	0.317	0.58	0.775	0.427	0.409	0.364	0.288	0.808	0.9	0.152	45	0.365	0.421
2023	4257	Jerami Grant	NA	PF	28	9	NBA	POR	63	2246	7	14.6	0.475	14.2	0.607	0.267	0.149	0.085	0.105	0.393	0.523	0.676	0.426	0.397	0.375	0.401	0.579	0.972	0.084	71	0.365	0.389
2023	5064	Jeremy Sochan	NA	PF	19	1	NBA	SAS	56	1458	6.2	13.6	0.453	10.4	0.757	0.341	0.279	0.085	0.053	0.243	0.519	0.665	0.39	0.447	0.379	0.246	0.59	1	0.127	60	0.254	0.147
2023	4960	Jericho Sims	NA	C	24	2	NBA	NYK	52	812	3.7	4.7	0.776	2.5	0.991	0.832	0.103	0.056	0	0.009	0.783	0.831	0.545	0.5	NA	0	0.711	NA	0.626	61	0	NA
2023	4638	Jevon Carter	NA	PG	27	5	NBA	MIL	81	1810	4.8	11.2	0.423	19.9	0.404	0.092	0.067	0.09	0.154	0.596	0.425	0.538	0.237	0.431	0.437	0.421	0.34	0.789	0.004	1	0.231	0.436
2023	4023	Jimmy Butler	NA	SF	33	12	NBA	MIA	64	2138	8.1	15	0.539	8.4	0.884	0.322	0.348	0.158	0.056	0.116	0.564	0.706	0.489	0.5	0.4	0.35	0.377	0.694	0.069	55	0.534	0.345
2023	4961	Jock Landale	NA	C	27	2	NBA	PHO	69	979	6.5	12.4	0.528	9.8	0.751	0.377	0.297	0.053	0.024	0.249	0.621	0.74	0.53	0.333	0.5	0.25	0.771	1	0.139	42	0.036	0.333
2023	4260	Joe Harris	NA	SG	31	9	NBA	BRK	74	1527	4.7	10.4	0.457	20.5	0.243	0.127	0.064	0.011	0.041	0.757	0.551	0.714	0.357	0	0.5	0.426	0.797	1	0	0	0.273	0.462
2023	4417	Joel Embiid	NA	C	28	7	NBA	PHI	66	2284	11.5	20.9	0.548	11.3	0.849	0.273	0.196	0.245	0.135	0.151	0.587	0.81	0.435	0.509	0.497	0.33	0.6	0.894	0.066	75	0.04	0.25
2023	4519	John Collins	NA	PF	25	6	NBA	ATL	71	2130	6.1	11.9	0.508	12.2	0.661	0.297	0.209	0.109	0.045	0.339	0.619	0.8	0.459	0.481	0.5	0.292	0.792	0.957	0.115	74	0.408	0.296
2023	4734	John Konchar	NA	SG	26	4	NBA	MEM	72	1494	3.3	7.7	0.431	15.3	0.447	0.294	0.109	0.028	0.016	0.553	0.545	0.702	0.229	0.333	0.2	0.339	0.769	0.95	0.028	7	0.525	0.355
2023	4100	Jonas Valančiūnas	NA	C	30	11	NBA	NOP	79	1968	8.2	14.9	0.547	8.2	0.866	0.364	0.33	0.134	0.039	0.134	0.577	0.727	0.498	0.44	0.313	0.349	0.578	1	0.086	67	0.046	0.2
2023	4965	Jonathan Kuminga	NA	PF	20	2	NBA	GSW	67	1394	6.7	12.8	0.525	10.7	0.706	0.332	0.28	0.058	0.036	0.294	0.59	0.673	0.54	0.483	0.389	0.37	0.643	0.944	0.189	90	0.425	0.419
2023	4265	Jordan Clarkson	NA	SG	30	9	NBA	UTA	61	1988	8.3	18.7	0.444	15.7	0.555	0.109	0.301	0.13	0.016	0.445	0.53	0.688	0.51	0.47	0.313	0.338	0.215	0.748	0.016	12	0.12	0.4
2023	4966	Jordan Goodwin	NA	PG	24	2	NBA	WAS	62	1106	5.1	11.5	0.448	14	0.666	0.187	0.255	0.127	0.096	0.334	0.511	0.712	0.444	0.444	0.382	0.322	0.242	0.868	0.025	5	0.212	0.52
2023	4849	Jordan Nwora	NA	SF	24	3	NBA	TOT	62	1188	5.9	13.5	0.436	15.5	0.526	0.231	0.153	0.074	0.067	0.474	0.462	0.573	0.441	0.364	0.233	0.408	0.565	0.93	0.04	15	0.284	0.4
2023	4737	Jordan Poole	NA	PG	23	4	NBA	GSW	82	2458	8.1	18.7	0.43	17.3	0.502	0.134	0.21	0.081	0.077	0.498	0.524	0.696	0.517	0.379	0.398	0.336	0.446	0.701	0.024	27	0.118	0.333
2023	4968	Jose Alvarado	NA	PG	24	2	NBA	NOP	61	1310	5.5	13.4	0.411	15.6	0.495	0.186	0.243	0.051	0.014	0.505	0.488	0.67	0.395	0.36	0.143	0.336	0.381	0.94	0	0	0.287	0.38
2023	4969	Josh Christopher	NA	SG	21	2	NBA	HOU	64	786	7	15.1	0.465	11.9	0.729	0.222	0.289	0.188	0.03	0.271	0.55	0.685	0.537	0.452	0.3	0.236	0.348	0.762	0.082	24	0.191	0.235
2023	4970	Josh Giddey	NA	SG	20	2	NBA	OKC	76	2367	8.2	17	0.482	9.6	0.791	0.301	0.381	0.089	0.021	0.209	0.524	0.646	0.455	0.455	0.304	0.325	0.363	0.934	0.011	12	0.128	0.4
2023	4850	Josh Green	NA	SG	22	3	NBA	DAL	60	1539	4.8	8.9	0.537	13.1	0.558	0.285	0.199	0.06	0.013	0.442	0.643	0.78	0.513	0.435	0.6	0.402	0.664	1	0.068	25	0.698	0.39
2023	4525	Josh Hart	NA	SF-SG	27	6	NBA	TOT	76	2454	4	7.6	0.529	10.6	0.685	0.444	0.15	0.065	0.025	0.315	0.601	0.736	0.41	0.265	0.231	0.372	0.444	1	0.019	10	0.415	0.412
2023	4525	Josh Hart	NA	SF	27	6	NBA	POR	51	1704	3.9	7.7	0.504	10.6	0.691	0.455	0.132	0.072	0.033	0.309	0.594	0.715	0.438	0.269	0.25	0.304	0.47	1	0.019	7	0.438	0.327
2023	4644	Josh Okogie	NA	SG	24	5	NBA	PHO	72	1350	4.3	11	0.391	14.4	0.524	0.28	0.155	0.051	0.039	0.476	0.442	0.56	0.297	0.286	0.375	0.335	0.448	0.939	0.087	25	0.462	0.319
2023	4336	Josh Richardson	NA	SG	29	8	NBA	TOT	65	1530	5.6	13	0.431	18.8	0.471	0.09	0.108	0.164	0.108	0.529	0.506	0.66	0.467	0.429	0.533	0.365	0.432	0.916	0.011	5	0.16	0.447
2023	3891	Jrue Holiday	NA	PG	32	14	NBA	MIL	67	2183	8.1	16.9	0.479	15.3	0.598	0.194	0.216	0.096	0.093	0.402	0.542	0.727	0.452	0.459	0.453	0.384	0.247	0.43	0.007	6	0.117	0.458
2023	4972	JT Thor	NA	PF	20	2	NBA	CHO	69	969	3.5	8.8	0.399	15.8	0.483	0.193	0.164	0.088	0.038	0.517	0.487	0.565	0.487	0.381	0.333	0.317	0.679	0.974	0.05	11	0.553	0.382
2023	4739	Juan Toscano-Anderson	NA	SF	29	4	NBA	TOT	52	700	3.3	7.4	0.448	11.2	0.699	0.294	0.308	0.063	0.035	0.301	0.56	0.667	0.5	0.333	0.6	0.186	0.661	1	0.035	4	0.465	0.2
2023	4266	Julius Randle	NA	PF	28	9	NBA	NYK	77	2737	8.7	18.8	0.459	15.3	0.556	0.22	0.149	0.123	0.064	0.444	0.553	0.679	0.519	0.443	0.407	0.343	0.382	0.752	0.051	62	0.142	0.333
2023	4267	Jusuf Nurkić	NA	C	28	9	NBA	POR	52	1391	6.8	13.1	0.519	8.6	0.764	0.451	0.279	0.018	0.016	0.236	0.567	0.645	0.447	0.556	0.5	0.361	0.594	1	0.044	21	0.126	0.333
2023	4032	Kawhi Leonard	NA	SF	31	11	NBA	LAC	52	1748	9.2	17.9	0.512	14.9	0.713	0.141	0.178	0.225	0.169	0.287	0.551	0.724	0.523	0.531	0.463	0.416	0.333	0.644	0.049	42	0.192	0.521
2023	5072	Keegan Murray	NA	SF	22	1	NBA	SAC	80	2382	5.4	11.8	0.453	18.1	0.359	0.18	0.107	0.042	0.029	0.641	0.527	0.674	0.357	0.455	0.348	0.411	0.709	0.976	0.058	39	0.285	0.434
2023	4646	Keita Bates-Diop	NA	SF	27	5	NBA	SAS	67	1452	5.9	11.5	0.508	10.4	0.695	0.34	0.303	0.047	0.004	0.305	0.557	0.696	0.44	0.364	0	0.394	0.65	0.982	0.039	15	0.43	0.377
2023	4745	Keldon Johnson	NA	SF	23	4	NBA	SAS	63	2063	8.8	19.4	0.452	12.7	0.634	0.27	0.27	0.08	0.014	0.366	0.523	0.657	0.455	0.337	0.313	0.329	0.509	0.903	0.022	22	0.226	0.348
2023	4177	Kelly Olynyk	NA	C	31	10	NBA	UTA	68	1942	5.2	10.3	0.499	14.5	0.576	0.223	0.268	0.048	0.038	0.424	0.576	0.702	0.544	0.296	0.429	0.394	0.643	0.968	0.025	13	0.203	0.438
2023	4746	Kendrick Nunn	NA	SG-PG	27	3	NBA	TOT	70	964	7.1	16.8	0.424	17	0.504	0.127	0.18	0.127	0.071	0.496	0.493	0.667	0.395	0.474	0.469	0.354	0.366	0.696	0.022	8	0.229	0.333
2023	4647	Kenrich Williams	NA	PF	28	5	NBA	OKC	53	1206	5.3	10.3	0.517	13.4	0.613	0.318	0.142	0.09	0.064	0.387	0.608	0.718	0.51	0.452	0.5	0.373	0.659	1	0.066	21	0.343	0.413
2023	4178	Kentavious Caldwell-Pope	NA	SG	29	10	NBA	DEN	76	2381	4.4	9.6	0.462	17.5	0.495	0.139	0.117	0.081	0.158	0.505	0.502	0.693	0.405	0.431	0.44	0.423	0.847	0.926	0.025	13	0.417	0.398
2023	4854	Kenyon Martin Jr.	NA	SF	22	3	NBA	HOU	82	2292	6.4	11.3	0.569	9.7	0.7	0.417	0.281	0.003	0	0.3	0.679	0.807	0.49	0.5	NA	0.315	0.772	1	0.275	173	0.236	0.353
2023	4648	Kevin Huerter	NA	SG	24	5	NBA	SAC	75	2203	6.9	14.2	0.485	18.2	0.411	0.137	0.143	0.089	0.042	0.589	0.604	0.782	0.605	0.403	0.444	0.402	0.665	0.893	0.016	13	0.155	0.405
2023	4649	Kevin Knox	NA	PF-SF	23	5	NBA	TOT	63	952	5.7	12.6	0.458	16.6	0.44	0.235	0.102	0.066	0.036	0.56	0.596	0.692	0.5	0.5	0.417	0.349	0.644	1	0.06	18	0.344	0.313
2023	3830	Kevin Love	NA	PF	34	15	NBA	TOT	62	1240	4.8	12.3	0.389	20.2	0.302	0.106	0.104	0.052	0.04	0.698	0.516	0.622	0.5	0.364	0.471	0.334	0.576	0.939	0.012	2	0.149	0.341
2023	4748	Kevin Porter Jr.	NA	PG	22	4	NBA	HOU	59	2024	7	15.7	0.442	15.7	0.564	0.153	0.221	0.115	0.076	0.436	0.501	0.711	0.385	0.461	0.478	0.366	0.18	0.525	0.054	41	0.117	0.489
2023	4342	Kevon Looney	NA	C	26	8	NBA	GSW	82	1958	4.4	7.1	0.63	3.5	0.997	0.557	0.365	0.044	0.031	0.003	0.632	0.734	0.521	0.412	0.417	0	0.669	NA	0.177	68	0	NA
2023	4855	Killian Hayes	NA	PG	21	3	NBA	DET	76	2154	5.1	13.6	0.377	15.7	0.649	0.086	0.216	0.236	0.112	0.351	0.429	0.586	0.403	0.401	0.418	0.28	0.141	0.763	0.017	13	0.259	0.243
2023	4036	Klay Thompson	NA	SG	32	10	NBA	GSW	69	2279	8.6	19.8	0.436	19.6	0.416	0.058	0.123	0.114	0.121	0.584	0.47	0.694	0.513	0.378	0.408	0.412	0.727	0.89	0.011	11	0.17	0.403
2023	4343	Kristaps Porziņģis	NA	C	27	7	NBA	WAS	65	2120	8.6	17.3	0.498	15.1	0.65	0.166	0.228	0.162	0.094	0.35	0.559	0.74	0.534	0.491	0.417	0.385	0.622	0.949	0.095	83	0.053	0.526
2023	4271	Kyle Anderson	NA	PF	29	9	NBA	MIN	69	1957	4.6	9.1	0.509	9.9	0.788	0.246	0.426	0.087	0.028	0.212	0.536	0.648	0.512	0.465	0.143	0.41	0.512	0.93	0.02	10	0.448	0.468
2023	4534	Kyle Kuzma	NA	PF	27	6	NBA	WAS	64	2239	8.2	18.4	0.448	15.2	0.579	0.186	0.263	0.082	0.048	0.421	0.533	0.722	0.487	0.383	0.309	0.333	0.466	0.781	0.036	38	0.243	0.41
2023	3685	Kyle Lowry	NA	PG	36	17	NBA	MIA	55	1718	4.1	10.2	0.404	19.4	0.361	0.14	0.093	0.082	0.045	0.639	0.509	0.588	0.444	0.475	0.455	0.345	0.292	0.757	0	0	0.177	0.455
2023	4037	Kyrie Irving	NA	PG	30	12	NBA	TOT	60	2241	9.5	19.3	0.494	15.8	0.588	0.16	0.182	0.155	0.091	0.412	0.574	0.724	0.507	0.538	0.509	0.379	0.291	0.511	0.002	1	0.107	0.34
2023	4858	Lamar Stevens	NA	PF	25	3	NBA	CLE	62	1120	4.1	9.3	0.448	11.7	0.67	0.34	0.16	0.139	0.031	0.33	0.513	0.653	0.326	0.45	0.222	0.316	0.788	1	0.108	25	0.642	0.262
2023	4345	Larry Nance Jr.	NA	PF	30	8	NBA	NOP	65	1381	4.8	8	0.61	6.9	0.862	0.482	0.292	0.059	0.03	0.138	0.654	0.769	0.551	0.389	0.333	0.333	0.762	1	0.223	66	0.571	0.417
2023	4535	Lauri Markkanen	NA	SF	25	6	NBA	UTA	66	2273	9	18.1	0.499	14.6	0.554	0.213	0.251	0.053	0.037	0.446	0.585	0.717	0.505	0.525	0.452	0.391	0.65	0.935	0.112	111	0.184	0.489
2023	3463	LeBron James	NA	PF	38	20	NBA	LAL	55	1954	11.2	22.5	0.5	12.8	0.691	0.302	0.197	0.084	0.107	0.309	0.58	0.788	0.463	0.34	0.397	0.321	0.395	0.628	0.062	74	0.08	0.267
2023	4653	Lonnie Walker IV	NA	SG	24	5	NBA	LAL	56	1297	6.6	14.6	0.448	15.7	0.528	0.195	0.188	0.055	0.089	0.472	0.522	0.699	0.404	0.345	0.489	0.365	0.572	0.923	0.055	24	0.273	0.412
2023	4754	Luguentz Dort	NA	SG	23	4	NBA	OKC	74	2272	5.4	13.8	0.388	14.2	0.532	0.301	0.174	0.032	0.024	0.468	0.44	0.521	0.309	0.357	0.476	0.33	0.51	0.889	0.04	29	0.232	0.411
2023	4654	Luka Dončić	NA	PG	23	5	NBA	DAL	66	2391	10.8	21.8	0.496	14.7	0.627	0.176	0.252	0.145	0.054	0.373	0.588	0.745	0.578	0.51	0.333	0.342	0.131	0.216	0.01	12	0.041	0.273
2023	4538	Luke Kennard	NA	SG	26	6	NBA	TOT	59	1315	5.1	10.5	0.492	20.9	0.296	0.058	0.084	0.089	0.065	0.704	0.487	0.545	0.5	0.441	0.48	0.494	0.6	0.94	0	0	0.201	0.481
2023	4539	Luke Kornet	NA	C	27	6	NBA	BOS	69	804	5.1	7.6	0.665	4.6	0.924	0.671	0.212	0.041	0	0.076	0.701	0.754	0.611	0.286	NA	0.231	0.764	1	0.376	60	0.538	0.286
2023	4860	Malachi Flynn	NA	PG	24	3	NBA	TOR	53	691	4.5	12.6	0.36	18.3	0.45	0.12	0.145	0.083	0.103	0.55	0.367	0.517	0.286	0.5	0.2	0.353	0.375	0.872	0	0	0.158	0.476
2023	5079	Malaki Branham	NA	SF	19	1	NBA	SAS	66	1550	6.2	14.2	0.44	15.5	0.583	0.149	0.203	0.146	0.085	0.417	0.539	0.637	0.524	0.517	0.442	0.302	0.495	0.922	0.02	9	0.208	0.358
2023	4424	Malcolm Brogdon	NA	PG	30	7	NBA	BOS	67	1744	7.3	15.1	0.484	14.6	0.594	0.195	0.24	0.083	0.075	0.406	0.51	0.622	0.432	0.475	0.509	0.444	0.342	0.659	0.007	5	0.158	0.447
2023	4426	Malik Beasley	NA	SG	26	7	NBA	TOT	81	2093	6.4	16.1	0.395	21	0.298	0.036	0.131	0.073	0.058	0.702	0.484	0.706	0.528	0.353	0.407	0.357	0.511	0.855	0.006	4	0.167	0.373
2023	4426	Malik Beasley	NA	SG	26	7	NBA	UTA	55	1472	6.5	16.4	0.396	21.1	0.296	0.028	0.135	0.07	0.063	0.704	0.485	0.632	0.511	0.404	0.452	0.359	0.5	0.817	0.006	2	0.185	0.356
2023	4541	Malik Monk	NA	SG	24	6	NBA	SAC	77	1719	7.5	16.7	0.448	15.8	0.5	0.217	0.185	0.064	0.034	0.5	0.538	0.699	0.422	0.333	0.519	0.359	0.528	0.832	0.05	34	0.171	0.441
2023	4042	Marcus Morris	NA	PF	33	12	NBA	LAC	65	1825	5.4	12.7	0.426	18.2	0.521	0.07	0.118	0.199	0.134	0.479	0.484	0.711	0.5	0.414	0.453	0.364	0.414	0.955	0.008	5	0.231	0.31
2023	4275	Marcus Smart	NA	PG	28	9	NBA	BOS	61	1957	4.6	11.1	0.415	17.5	0.432	0.143	0.204	0.058	0.027	0.568	0.519	0.733	0.431	0.429	0.25	0.336	0.274	0.852	0.008	4	0.196	0.343
2023	5080	MarJon Beauchamp	NA	SF	22	1	NBA	MIL	52	701	4.9	12.5	0.395	17.5	0.416	0.21	0.095	0.041	0.07	0.584	0.485	0.667	0.261	0.5	0.235	0.331	0.551	0.872	0.058	13	0.387	0.345
2023	4544	Markelle Fultz	NA	PG	24	6	NBA	ORL	60	1778	7.1	13.7	0.514	9.8	0.872	0.299	0.28	0.178	0.115	0.128	0.544	0.685	0.5	0.438	0.449	0.31	0.323	0.963	0.054	30	0.368	0.375
2023	4180	Mason Plumlee	NA	C	32	10	NBA	TOT	79	2054	5.8	8.5	0.68	2.7	1	0.707	0.25	0.033	0.01	0	0.68	0.766	0.463	0.5	0.6	NA	0.657	NA	0.26	115	NA	NA
2023	4180	Mason Plumlee	NA	C	32	10	NBA	CHO	56	1597	6	8.9	0.669	2.8	1	0.697	0.253	0.038	0.013	0	0.669	0.764	0.43	0.533	0.6	NA	0.623	NA	0.253	90	NA	NA
2023	4760	Matisse Thybulle	NA	SG	25	4	NBA	TOT	71	1200	3.3	7.6	0.435	15.8	0.415	0.265	0.138	0.012	0	0.585	0.533	0.642	0.343	0.333	NA	0.365	0.768	0.981	0.091	21	0.493	0.37
2023	4763	Max Strus	NA	SF	26	4	NBA	MIA	80	2272	5.1	12.5	0.41	19.5	0.287	0.138	0.115	0.023	0.011	0.713	0.559	0.679	0.484	0.444	0.111	0.35	0.709	0.949	0.025	17	0.274	0.461
2023	4766	Michael Porter Jr.	NA	SF	24	4	NBA	DEN	62	1798	8	16.4	0.487	18	0.444	0.168	0.103	0.062	0.111	0.556	0.579	0.803	0.429	0.431	0.462	0.414	0.767	0.926	0.053	40	0.187	0.518
2023	4658	Mikal Bridges	NA	SF	26	5	NBA	TOT	83	2963	7.2	15.4	0.468	14.5	0.651	0.17	0.176	0.227	0.078	0.349	0.514	0.693	0.466	0.469	0.364	0.382	0.538	0.923	0.028	31	0.434	0.448
2023	4658	Mikal Bridges	NA	SF	26	5	NBA	PHO	56	2040	6.2	13.5	0.463	14.1	0.658	0.185	0.177	0.224	0.073	0.342	0.503	0.709	0.422	0.468	0.286	0.387	0.605	0.98	0.035	24	0.46	0.475
2023	3779	Mike Conley	NA	PG	35	16	NBA	TOT	67	2029	4.6	10.8	0.428	18.3	0.425	0.084	0.202	0.108	0.031	0.575	0.486	0.608	0.431	0.5	0.474	0.385	0.381	0.696	0	0	0.157	0.545
2023	4183	Mike Muscala	NA	C	31	10	NBA	TOT	63	945	5	11.1	0.449	20.6	0.291	0.096	0.072	0.082	0.041	0.709	0.588	0.643	0.667	0.5	0.5	0.391	0.86	0.988	0.021	5	0.242	0.4
2023	4991	Miles McBride	NA	PG	22	2	NBA	NYK	64	760	3.6	10.2	0.358	18.6	0.377	0.153	0.079	0.079	0.065	0.623	0.457	0.636	0.294	0.353	0.357	0.299	0.541	0.875	0.028	4	0.373	0.4
2023	4661	Mitchell Robinson	NA	C	24	5	NBA	NYK	59	1591	4.3	6.3	0.671	1.2	1	0.918	0.075	0.004	0.004	0	0.671	0.7	0.333	1	0	NA	0.574	NA	0.521	130	NA	NA
2023	4551	Monte Morris	NA	PG	27	6	NBA	WAS	62	1695	5.2	10.9	0.48	16.2	0.604	0.118	0.21	0.142	0.134	0.396	0.543	0.754	0.509	0.493	0.464	0.382	0.29	0.769	0	0	0.245	0.4
